   0.00000000       99.4439926    
   10.0000000       87.9690475    
   20.0000000       77.8182144    
   30.0000000       68.8386841    
   40.0000000       60.8953171    
   50.0000000       53.8685455    
   60.0000000       47.6525993    
   70.0000000       42.1539154    
   80.0000000       37.2897301    
   90.0000000       32.9868317    
   100.000000       29.1804466    
   110.000000       25.8132858    
   120.000000       22.8346634    
   130.000000       20.1997471    
   140.000000       17.8688774    
   150.000000       15.8069696    
