   0.00000000       100.000000    
   10.0000000       90.0000000    
   20.0000000       80.0000000    
   30.0000000       71.0000000    
   40.0000000       63.0000000    
   50.0000000       54.0000000    
   60.0000000       45.0000000    
   70.0000000       40.0000000    
   80.0000000       34.0000000    
   90.0000000       32.0000000    
   100.000000       29.0000000    
   110.000000       26.0000000    
   120.000000       24.0000000    
   130.000000       21.0000000    
   140.000000       18.0000000    
   150.000000       16.0000000    
